10039 	704	0	16	32	0	0	0
10040 	720	0	16	32	0	0	0
10041	736	0	16	32	0	0	0
10042	752	0	16	32	0	0	0

#HEARTBIG
30001	0	0	10	10	0	0	5

# Weapon
#w11
60001	0	0	8	2	0	0	8
#w12
60002	8	8	16	24	0	0	8
#w13
60003	24	16	24	16	0	0	8
#w21
60004	48	0	8	32	0	0	8
#w22
60005	56	8	16	24	0	0	8
#w23
60006	72	16	40	16	0	0	8
#w31
60007	112	0	8	32	0	0	8
#w32
60008	120	8	16	24	0	0	8
#w33
60009	136	16	40	16	0	0	8
#w41
60010	176	0	8	32	0	0	8
#w42
60011	184	8	16	24	0	0	8
#w43
60012	200	16	40	16	0	0	8

#TienDo
#Alone
70001	0	0	16	16	0	0	17
#Ani
70002	0	0	16	16	0	0	17
70003	16	0	16	16	0	0	17
70004	32	0	16	16	0	0	17

##TienVang
#Alone
70005	0	0	16	16	0	0	22
#Ani
70006	0	0	16	16	0	0	22
70007	16	0	16	16	0	0	22
70008	32	0	16	16	0	0	22

#Vuon Niem
80001	0	0	16	16	0	0	21
80002	16	0	16	16	0	0	21
80003	32	0	16	16	0	0	21
80004	48	0	16	16	0	0	21

#VK XANH
90001	0	0	16	16	0	0	20

#Light
100001	0	0	8	16	0	0	2
100002	8	0	8	16	0	0	2

#heart small
110001	0	0	8	16	0	0	15

#HaiXanh
120001	0	0	16	16	0	0	19

#BAT
#stand
130001	0	0	16	16	0	0	10
#fly
130002	16	0	16	16	0	0	10
130003	32	0	16	16	0	0	10
130004	48	0	16	16	0	0	10

#BLACKNIGHT
140001	0	1	16	31	0	0	9
140002	16	0	16	32	0	0	9
140003	32	1	16	31	0	0	9


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#==SIMON==
#Stand
100	10001	100
#Go
101	10002	100	10003	100	10004	100
#Jumb
102	10005	100
#AscendStairs
103	10006	100	10007	100
#DescendStairs
104	10008	100	10009	100
#Hurt
105	10010	100
#Dead
106	10011	100	10012	100
#intro
107	10013	100
#StandingHaveUseSubWeapon
108	10014	100	10015	100	10016	100	10017	100	10018	100	10019	100
#DuckingHaveUseSubWeapon
109	10020	100	10021	100	10022	100	10023	100	10024	100
#AscendingStairsHaveUseSubweapon
110	10025	100	10026	100	10027	100	10028	100	10029	100	10030 	100
#DescendingStairsHaveUseSubweapon
111	10031	100	10032	100	10033	100	10034	100	10035	100
#Colors
112	10038	50	10039	50	10040	100	10041	100	10042	100

#==HEART BIG==
300	30001	100

#==Weapon==
601	60001	100
602	60002	100
603	60003	100
604	60004	100
605	60005	100
606	60006	100
607	60007	100
608	60008	100
609	60009	100
610	60010	100
611	60011	100
612	60012	100

#==TienDo==
701	70001	100
702	70002	100	70003	100	70004	100

#==Tien Vang==
703	70005	100
704	70006	100	70007	100	70008	100

#==Vuon niem==
801	80001	100	80002	100	80003	100	80004	100

#== VK XANH==
901	90001	100

#== Light
1001	100001	100	100002	100

#== heartSamll ==
1101	110001	100

#Hai xanh
1201	120001	100

#===Bat==
1301	130001	100
1302	130002	100	130003	100	130004	100

#== BaclkNight==
1401	140001	100	140002	100	140003	100



# id	ani1	ani2	ani3
[ANIMATION_SETS]
# SIMON
1	100	101	102	103	104	105	106	107	108	109 	110 	111	112

#HEART
3	300

#Weapon
6	601	602	603	604	605	606	607	608	609	610	611	612
#TienDo
7	701	702
#Tien VAng
8	703	704
#VuonNiem
9	801
#Vk Xanh
10	901
#Light
11	1001
#heart small
12	1101
#HaiXAnh
13	1201
#bat
14	1301	1302
#Black nghit
14	1401


[STAIR]
#type collitionid 	x	y	with  height  ani_set_id IsRightStair IsTop

-2	121	197	11	7	-1	1	0	
-2	176	127	15	12	-1	1	1	
-2	88	101	13	7	-1	1	0	
-2	647	211	13	6	-1	1	0	
-2	719	125	16	14	-1	1	1

[OBJECTS]
# type collitionid 	x	y	with  height  ani_set_id	extra_settings per object type
# type: 0 = Simon , 1 = FIRE, 5 = HEART, 6= CUNG, 7=KIEM, 8 = weapon, -1  = Ground, -3 = Gate
# Simon

-1	0	205	247	10	-1	
-1	176	142	68	12	-1
-1	32	108	125	13	-1
-1	1	92	32	16	-1
-1	258	106	30	16	-1
-1	319	139	34	16	-1
-1	352	109	62	11	-1
-1	449	106	98	16	-1
-1	543	139	32	13	-1
-1	576	170	63	14	-1
-1	606	106	97	16	-1
-1	721	139	37	15	-1
-1	703	138	17	16	-1
-1	159	142	16	12	-1	
-4	137	30	27	13	-1
-5	638	208	20	8	-1
9	60	70	16	31	14
-1	0	31	14	90	-1
-1	736	29	20	125	-1
-1	610	122	31	49	-1
2	198	146	8	16	11
2	714	43	8	16	11
2	586	43	8	16	11
2	459	43	8	16	11
2	533	49	8	16	11
2	375	48	8	16	11
2	299	71	8	16	11
10	550	47	16	16	14
-6	256	56	24	51	-1
2	93	137	8	16	11
20	89	137	16	16	10
5	193	145	17	17	3
21	147	188	17	17	9
2	130	65	8	16	11
17	126	65	17	16	7
2	638	42	8	16	11
15	713	43	9	16	12
15	637	43	9	16	12
15	585	43	9	16	12
19	605	106	16	15	13
15	532	48	9	16	12
15	458	43	9	16	12
22	371	48	16	16	8
15	298	72	9	16	12
8	100	40	25	18	6
0	100	40	16	30	1

[SPACE]
#id X       Y       Width       Height CameraX     CameraY PlayerX     PlayerY
#SceneCount 2
#space1
0	0	0 	250	191	0	0	29	160
#spcae2
1	257	30	499	185	519	0	631	192



